INDEX,DCOP,VENDOR_LOT,DATE_TIME,Device,PART_NO,VENDOR_CODE,APPHA_TEST,B_POD_2,B_POD_3,B_VIA_L12,B_VIA_L23,B_VIA_L34,B1C_WIDTH,BUMP_OP_D,C_BX1,C_BY1,C4_COPLAN,C4_HEIGHT,C4_VOID,CU_L1,CU_L2,CU_L3,CU_L4,CU_ROUGHNE,CZ_EA_1,D_PX1,D_PY1,HD_DIAMETE,HOL_SHIFT,HP_HOLE,INS_L12,INS_L23,INS_L34,L_LENGTH,L_T_L_REG,M_BALL_POD,M1_T_S,OS_BUMP,OSP_T,P1C_TRACE,PIN_HOLE_S,POP_P_POD,PX_UNIT,PY_UNIT,R_SHIFT,RD,S_WARPAGE,S1_TRACE,SM_B_SHT_X,SM_B_SHT_Y,SM_B_THICK,SM_T_SHT_X,SM_T_SHT_Y,SM_T_THICK,SMCR_MTK_A,SMCR_MTK_E,SMEAR_RSD,SR_M_DAM_H,SR_M_DAM_S,SR_M_DAM_W,SR_U_CU,T_S_THICK,T_VIA_L12,T_VIA_L23,T_VIA_L34,T1_WIDTH,TO_YIEL,VIA_VOID,VOID_CU_P,VOID_CU_W,W_WIDTH,IsolationForest predur
72,V_MTK_MFC1,Q52238014001,20221103,23D,1227199102,ZDT,0.002,-0.0065,-0.001,0.068,-0.533,-5.214,-1.046,-1.736,-0.003,-0.001,-3.194,0.5,1.86,0.35,1.47,2.58,1.488,-0.037,0.076,-0.002,0.001,0.014,0.014,-0.033,-0.288,-2.078,-1.442,0.041,1.354,0.006,-0.566,-1.687,0,0.79,0.068,-0.004,-1.78E-15,-0.006,0.92,0.448,0.734,-0.551,0.067,-1.15,1.16,-0.821,2.939,-2.572,-2.88,0.65,22.5,-1.129,-0.006,0.003,0.9,-0.001,1.728,3.122,9.086,0.219,-7.23,9,-0.118,0.846,0.039,1
82,V_MTK_MFC1,Q52238049401,20221103,23D,1227199102,ZDT,0.002,-0.0075,-0.001,1.61,-0.051,-3.05,-0.472,-1.682,-0.005,-0.002,-2.74,-2.966,2.66,-0.322,0.748,0.172,0.67,-0.053,0.026,-0.001,0,0.009,0.011,-0.029,-1.06,-1.646,-1.92,0.042,0.97,0.006,0.272,-0.778,0.018,0.732,0.068,-0.004,0.001,-0.008,0.52,0.37,0.716,0.287,0.451,-0.193,-2.01,0.088,4.518,-1.468,-2.67,-0.1,22.5,-1.053,-0.006,0.002,0.656,-0.003,2.688,2.976,11.828,-0.143,-6.28,9,-0.89,1.806,0.023,1
91,V_MTK_MFC1,Q52239002901,20221103,23D,1227199102,ZDT,0.002,0.0055,0,-0.73,1.567,-9.24,0.25,0.962,-0.001,-0.002,-2.77,-0.508,-0.24,0.346,0.728,0.454,0.094,-0.061,-0.004,-0.002,0.002,0.006,0,-0.028,-0.022,-0.178,-0.358,0.022,-1.138,0.002,0.09,2.477,0.011,0.144,0.068,-0.002,-0.002,-0.009,0.6,0.412,-0.154,0.105,-1.083,-0.239,-1.858,3.343,0.975,-1.904,-4.17,0.67,22.5,0.357,0,0.001,-0.474,0.003,-0.164,2.974,8.594,0.089,-9.29,9,0.148,-1.046,0.005,1
83,V_MTK_MFC1,Q52238049501,20221104,23D,1227199102,ZDT,0.002,0.0045,0.005,0.07,-1.255,-8.82,1.172,-0.964,-0.004,-0.002,-3.976,0.278,-0.58,-0.658,0.892,0.75,0.67,-0.063,0.026,-0.002,0,-0.001,0.007,-0.032,-0.264,-1.396,-1.462,0.077,0.396,0.002,-0.51,3.344,-0.002,0.524,0.068,-0.002,-0.001,-0.005,-0.3,0.79,0.086,-0.495,-1.451,-1.197,-4.138,4.21,1.546,-1.212,-4.07,-0.75,22.5,0.339,0.002,0.001,-0.474,0.001,0.668,0.67,8.026,-0.029,-3.91,9,-0.094,-0.214,0.041,1
88,V_MTK_MFC1,Q52239002601,20221104,23D,1227199102,ZDT,0.002,0.0045,0.001,3.556,-0.431,-8.668,0.926,1.378,-0.004,-0.001,-3.542,-0.424,-0.4,-0.7,0.726,-0.022,-0.19,-0.075,0.056,0,0.001,0.001,0.017,-0.035,1.408,-0.944,-0.454,0.049,2.292,0.006,0.622,-0.437,0.02,0.192,0.068,0.003,0.003,-0.005,0.44,0.146,-0.004,0.637,-1.262,0.607,-1.284,0.429,2.367,-1.812,-2,0.32,22.5,-0.501,-0.001,0.002,-0.474,0.001,3.928,3.928,8.594,0.129,-6.72,9,1.578,3.046,0.069,1
89,V_MTK_MFC1,Q52239002701,20221104,23D,1227199102,ZDT,0.002,-0.0025,0.003,-0.364,-2.457,-8.722,1.642,5.8,-0.004,0,-4.328,-1.048,-0.76,-0.706,1.566,1.324,1.824,-0.037,0.026,0,0.002,0.007,0.005,-0.039,0.192,-0.636,-1.874,0.039,5.684,0.009,-0.776,-0.787,0,-0.182,0.068,0.004,0.004,-0.006,-0.22,0.37,-0.122,-0.761,2.203,0.113,-1.722,0.079,0.815,-2.908,0.24,-0.29,22.5,0.359,-0.001,-0.003,-0.474,0.001,0.766,2.208,6.394,0.257,-7.19,9,0.362,-0.116,0.04,1
93,V_MTK_MFC1,Q52239003101,20221105,23D,1227199102,ZDT,0.002,0.0005,0.002,5.076,1.281,-8.57,-0.3,-2.09,-0.004,-0.002,-2.792,-1.716,-0.36,-0.416,-0.508,-0.31,0.476,-0.057,-0.014,-0.002,0.001,0.018,0.006,-0.035,0.648,-0.466,-1.12,0.05,6.954,0.01,0.736,-0.346,0.012,0.828,0.068,0.001,0.002,-0.006,0.64,-0.124,-0.132,0.751,0.594,-0.91,-2.238,0.52,-1.13,-2.762,-1.94,0.31,22.5,-0.651,-0.002,0.001,-0.474,0,3.356,-0.262,10.884,-0.213,-8.69,9,0.818,2.474,0.024,1
79,V_MTK_MFC1,Q52238049101,20221107,23D,1227199102,ZDT,0.002,0.0045,0.001,-4.572,-2.331,-10.468,-0.988,5.908,-0.003,0,-4.672,-2.578,2.16,0.26,1.542,0.912,1.046,-0.067,0.056,-0.002,0.002,0.005,0.008,-0.036,-0.036,-0.018,-2.816,0.054,-0.284,0.002,-0.416,1.402,-0.019,0.904,0.068,0.007,0.002,-0.008,0.5,-0.254,-0.164,-0.401,-0.897,-0.152,-2.384,2.268,-0.943,-2.932,-2.12,0.53,22.5,-0.437,0.004,0.001,-0.474,0,-1.368,-1.276,5.08,0.187,-8.29,9,0.134,-2.25,0.039,1
81,V_MTK_MFC1,Q52238049301,20221107,23D,1227199102,ZDT,0.002,0.0045,0.001,-0.93,-1.401,-9.066,-1.062,4.572,-0.003,0,-2.972,-0.732,1.76,-0.676,1.824,1.006,1.794,-0.057,0.066,-0.002,0.004,0,0.014,-0.03,-0.504,-1.514,-1.602,0.044,-2.056,0.002,-0.562,0.599,0,1.054,0.068,0.007,0.001,-0.005,-0.28,0.384,-0.098,-0.547,-0.708,-0.152,-2.196,1.465,-1.001,-3.402,-2.58,-1.08,22.5,0.203,0.006,-1.39E-17,-0.474,-0.002,-0.344,-0.06,6.202,0.001,-10.05,9,-0.334,-1.226,0.029,1
101,V_MTK_MFC1,Q52239015701,20221107,23D,1227199102,ZDT,0.002,0.0035,0,2.602,0.425,-7.238,0.176,0.904,-0.005,-0.001,-1.67,-1.038,-0.76,0.442,0.254,0.832,-0.284,-0.059,0.006,-0.003,0,0.005,0.021,-0.04,1.218,-0.56,-1.502,0.061,2.76,0,0.128,-0.679,0.012,-0.046,0.068,-0.003,-0.001,-0.007,-0.02,0.066,-0.16,0.143,-1.274,0.046,-1.478,0.187,-0.651,-1.426,-1.12,0.61,22.5,0.639,0.001,-0.002,-0.474,0.004,2.404,2.69,9.072,0.473,-7.58,9,1.388,1.522,0.035,1
95,V_MTK_MFC1,Q52239003301,20221108,23D,1227199102,ZDT,0.002,0.0055,0.003,0.31,-0.249,-9.724,-0.132,-0.146,-0.003,-0.002,-3.588,-0.66,3.66,-0.32,-0.224,-0.308,-0.288,-0.029,0.046,0,0.001,0.004,0.009,-0.034,-0.502,-1.048,-1.88,0.073,6.39,0.001,-0.34,1.424,-0.007,0.144,0.068,-0.004,0.003,-0.006,0.4,-0.33,-0.184,-0.325,1.31,-1.388,-1.45,2.29,4.901,-1.814,-3.21,-0.52,22.5,0.547,-0.001,-0.001,-0.474,0,1.81,1.156,8.374,0.599,-5.76,9,-0.332,0.928,0.039,1
87,V_MTK_MFC1,Q52239002501,20221110,23D,1227199102,ZDT,0.002,0.0065,0.002,2.902,0.565,-6.73,0.29,-0.616,-0.003,0.002,-4.812,-2.644,4.26,-0.77,0.608,0.166,0.018,-0.055,-0.004,-0.003,0.003,0.004,0.006,-0.034,-1.062,-0.578,-1.13,0.042,4.954,0.002,0.112,0.467,-0.018,0.296,0.068,-0.003,-1.78E-15,-0.006,0.14,-0.554,0.03,0.127,0.544,-0.241,-1.356,1.333,-0.27,-2.372,-4.69,-1.89,22.5,0.083,0.003,-0.002,-0.474,-0.002,5.454,3.676,6.76,0.373,-8.16,9,-0.892,4.572,0.034,1
97,V_MTK_MFC1,Q52239015301,20221110,23D,1227199102,ZDT,0.002,-0.0015,0.004,-1.51,-0.755,-10.636,0.098,-2.654,-0.004,0.001,-4.464,-1.62,3.18,-0.032,0.156,-0.024,-1.048,-0.063,-0.004,-0.002,0.002,0.005,0.008,-0.036,0.362,0.202,0.118,0.045,1.812,0.009,0.66,0.369,-0.018,0.682,0.068,0,-0.003,-0.007,0.68,0.03,0.04,0.675,0.258,-0.814,-2.714,1.235,0.018,-2.858,1.95,-1.63,22.5,0.459,0,0.002,-0.474,0,-0.778,1.342,5.724,-0.255,-7.74,9,0.532,-1.66,0.014,1
71,V_MTK_MFC1,Q52238013901,20221112,23D,1227199102,ZDT,0.002,0.0075,0.003,0.982,0.525,-8.724,-0.15,2.02,-0.003,0.001,-3.202,-0.512,2.26,-0.562,1.084,0.606,0.622,-0.043,0.066,-0.001,0,0.009,0.012,-0.032,-0.192,-0.924,-0.236,0.06,1.69,0.004,-0.988,-1.687,-0.011,0.062,0.068,0.002,0.002,-0.007,-0.2,0.426,0.104,-0.973,2.507,-0.576,-2.54,-0.821,-0.509,-2.428,-1.25,0.4,22.5,-0.215,0.004,-0.002,-0.474,0.002,4.18,4.422,9.18,0.485,-13.68,9,-0.022,3.298,0.06,1
98,V_MTK_MFC1,Q52239015401,20221114,23D,1227199102,ZDT,0.002,-0.0025,0.003,2.124,0.521,-11.24,-1.544,-1.25,-0.007,-0.001,-4.332,-0.152,2.26,-1.08,0.634,0.264,-0.286,-0.045,0.046,-0.002,0.002,0.011,0.006,-0.029,1.218,-1.322,-1.692,0.068,-1.714,0.008,0.506,-1.016,-0.013,1.324,0.068,0.002,-0.002,-0.004,-0.3,-0.008,-0.176,0.521,-0.65,-0.813,-3.286,-0.15,0.641,-2.476,-0.33,0.46,22.5,-0.305,0.001,0.002,-0.474,0.001,0.022,3.166,7.358,-0.027,-7.29,9,1.388,-0.86,0.021,1
80,V_MTK_MFC1,Q52238049201,20221116,23D,1227199102,ZDT,0.002,0.0055,0.002,0.79,-1.111,-11.322,-0.38,4.504,-0.003,-0.001,-4.928,0.82,2.26,-1.032,0.144,0.306,-0.328,-0.037,0.066,-0.003,0.003,0.002,0.014,-0.026,-0.626,-0.78,-2.306,0.08,2.082,0.005,0.962,-1.543,0.009,0.254,0.068,0.003,0.002,-0.005,-0.28,0.142,1.086,0.977,-1.274,-0.813,-1.818,-0.677,-0.749,-2.668,3.39,-1.05,22.5,-0.119,-0.004,0.001,0.096,-0.003,-0.728,1.392,3.026,-0.183,-4.75,9,-0.456,-1.61,0.044,1
90,V_MTK_MFC1,Q52239002801,20221116,23D,1227199102,ZDT,0.002,0.0065,0.004,0.218,1.759,-5.714,0.444,2.132,-0.001,0.001,-3.912,-0.56,0.66,-2.322,-0.224,0.262,-0.476,-0.057,-0.004,-0.001,0.002,0.005,0.002,-0.038,0.93,0.582,0.594,0.073,-2.332,0.002,-0.18,-2.02,-0.015,0.222,0.068,-0.001,-1.78E-15,-0.008,-0.06,1.36,0.658,-1.467,0.063,-0.24,0.142,-1.154,-0.842,-3.048,-8.16,0.5,22.5,0.641,-0.006,0.004,-0.474,0,1.454,1.738,12.404,0.543,-6.52,9,1.1,0.572,0.015,1
84,V_MTK_MFC1,Q52238049601,20221118,23D,1227199102,ZDT,0.002,0.0065,0.003,0.888,-4.479,-9.88,-0.608,3.136,-0.006,-0.001,-3.656,0.104,3.06,-0.178,1.134,2.578,1.584,-0.045,0.026,0,0.002,-0.001,0.014,-0.026,-0.338,-0.778,1.158,0.071,2.754,0.004,0.426,-1.544,0.017,0.524,0.068,0.001,-0.002,-0.005,-0.28,0.142,1.084,0.441,-0.317,-1.101,-3.554,-0.678,-1.226,-2.956,3.69,0.23,22.5,0.301,-0.005,0.001,1.546,0,1.678,-1.784,6.488,-0.563,-8.44,9,-0.168,0.796,0.035,1
100,V_MTK_MFC1,Q52239015601,20221121,23D,1227199102,ZDT,0.002,-0.0005,0.003,1.126,0.845,-11.214,-0.236,6.936,-0.002,0,-1.046,1.542,3.24,-0.86,1.166,0.352,0.858,-0.033,0.026,-0.002,0.005,0.003,0.009,-0.03,-0.128,-1.886,-2.63,0.047,5.698,0.008,-0.114,1.02,0.003,-0.072,0.068,0.006,0.001,-0.006,0.52,-0.404,0.06,-0.099,0.056,-0.438,-3.224,1.886,-1.23,-1.348,-4.33,0.32,22.5,0.165,0,0.002,-0.474,-0.005,-0.622,2.088,5.266,-0.637,-6.89,9,0.042,-1.504,0.02,1
103,V_MTK_MFC1,Q52239015901,20221121,23D,1227199102,ZDT,0.002,0.0065,0.003,-0.448,0.517,-6.954,0.138,-0.866,-0.001,0.001,-3.044,-1.128,1.18,-1.75,-0.034,-0.118,-1.62,-0.071,-0.004,-0.001,0.003,0.003,0.013,-0.02,1.124,-0.656,0.308,0.067,-0.184,0.001,-0.37,1.71,0,0.144,0.068,0.003,0.002,-0.008,-0.26,1.058,0.75,-0.355,0.161,-1.293,-0.238,2.576,0.974,-3.334,-2.19,-0.13,22.5,0.641,0,0.001,-0.474,-0.002,0.69,1.072,7.548,-0.063,-6.56,9,1.294,-0.192,0.02,1
85,V_MTK_MFC1,Q52238049701,20221122,23D,1227199102,ZDT,0.002,-0.006,0.004,0.472,0.561,-9.628,-0.31,4.986,-0.004,0.001,-4.814,-0.4,1.52,0.031,-0.606,-0.394,-0.356,-0.077,0.006,-0.002,0.001,0.011,-0.001,-0.031,-0.504,-0.766,-2.162,0.04,3.646,0.008,-0.188,0.355,-0.019,-0.108,0.068,0.007,-0.001,-0.007,-0.12,-0.816,0.07,-0.173,-0.516,-0.249,-2.572,1.221,-0.279,1.196,-1.96,0.68,22.5,0.051,-0.001,0.002,-0.474,-0.004,1.714,0.22,-1.437,-0.749,-12.8,9,-0.334,0.832,-0.022,1
92,V_MTK_MFC1,Q52239003001,20221122,23D,1227199102,ZDT,0.002,-0.01,0,-1.132,-2.843,-9.878,-0.456,-0.912,0.001,0,-3.292,1.672,2.48,-0.423,0.458,0.268,0.718,-0.053,0.006,-0.002,0,0.003,0.006,-0.027,1.012,-0.488,-0.672,0.067,-1.004,0.008,-0.642,0.945,0.014,0.486,0.068,0,-1.78E-15,-0.005,0.28,0.256,-0.226,-0.627,-0.508,-0.719,-3.072,1.811,-0.172,-0.406,-3.51,0.62,22.5,-0.043,0.004,-0.001,-0.474,-0.001,-0.63,0.622,-1.243,0.163,-5.21,9,1.182,-1.512,0.001,1
110,V_MTK_MFC1,Q52240038701,20221124,23D,1227199102,ZDT,0.002,0.001,0.001,0.888,-1.111,-8.534,-0.34,-3.298,-0.002,0,-2.484,-0.386,0.42,-0.807,0.072,0.268,-1.684,-0.047,0.026,-0.001,0.002,0.016,0.006,-0.035,1.206,0.572,-0.572,0.076,-1.486,0.002,-0.452,2.861,-0.004,-0.014,0.068,-0.005,0.001,-0.007,-0.34,0.102,1.058,-0.437,0.065,1.578,-1.146,3.727,0.497,-0.598,3.01,0.72,22.5,0.931,0.002,-0.001,-0.474,-0.003,0.91,0.138,0.295,-0.295,-6.62,9,1.376,0.028,0.011,1
117,V_MTK_MFC1,Q52241000601,20221125,23D,1227199102,ZDT,0.002,0.001,0.003,-4.212,-2.457,-9.688,-0.646,-1.412,-0.002,-0.002,-3.822,0.516,3.96,-0.201,0.948,1.336,0.09,-0.053,0.066,-0.003,-0.001,0.014,-0.002,-0.033,-1.78,-2.03,-1.632,0.036,5.926,0.002,0.386,-0.108,0.004,0.294,0.068,-0.002,-1.78E-15,-0.007,-0.38,0.64,1.048,0.401,-0.796,-1.006,-2.972,0.758,2.414,-0.79,1.46,0.48,22.5,-0.081,-0.009,0.001,-0.474,-0.002,-3.42,-0.342,-2.589,-0.487,-4.76,9,-1.61,-4.302,0.006,1
86,V_MTK_MFC1,Q52238049801,20221128,23D,1227199102,ZDT,0.002,0.001,0.002,1.65,1.473,-8.668,0.404,-1.016,-0.003,-0.001,-3.17,0.502,1.18,-0.369,0.918,0.644,0.192,-0.079,0.006,-0.003,-0.001,0.006,0.002,-0.03,-0.116,-0.466,0.116,0.05,-1.524,0.004,-0.18,0.179,-0.005,0.144,0.068,-0.002,0.001,-0.005,0.5,0.18,1.108,-0.165,0.161,-0.72,-0.712,1.045,0.21,0.74,-0.91,0.38,22.5,-0.501,0.004,-0.001,-0.474,0.006,1.546,3.834,-0.849,0.127,-8.32,9,0.054,0.664,-0.001,1
96,V_MTK_MFC1,Q52239015201,20221128,23D,1227199102,ZDT,0.002,-2.78E-17,0.001,-0.922,-0.241,-9.236,0.788,-0.458,-0.004,-0.001,-3.99,-0.858,1.64,-0.561,0.918,0.356,-0.19,-0.055,0.036,-0.001,0.001,0.004,0.002,-0.033,-0.21,0.106,-1.024,0.055,-2.182,0.002,-0.218,-0.969,-0.016,0.106,0.068,-0.002,-0.001,-0.006,-0.32,0.488,0.056,-0.203,-1.083,-0.623,-1.286,-0.103,-1.131,0.93,2.13,-0.35,22.5,-0.215,-0.003,-0.001,-0.474,0.003,1.548,0.404,1.055,-0.103,-9.04,9,-0.04,0.666,-0.004,1
105,V_MTK_MFC1,Q52240038201,20221128,23D,1227199102,ZDT,0.002,0.001,0.001,1.458,2.139,-8.382,0.026,-0.038,-0.003,-0.002,-3.19,0.592,-0.34,-0.655,1.014,0.834,0.572,-0.073,0.026,0,0.001,0.012,0.011,-0.035,0.55,0.01,-1.312,0.04,1.334,0.004,-0.104,-1.255,0,-0.084,0.068,0,0.003,-0.005,-0.26,0.602,-0.14,-0.089,-0.701,0.909,-1.668,-0.389,-0.748,1.12,-6.86,0.72,22.5,-0.597,0.002,-0.003,0.136,0.005,4.31,4.786,-0.181,-0.255,-4.26,9,0.72,3.428,0.029,1
106,V_MTK_MFC1,Q52240038301,20221130,23D,1227199102,ZDT,0.002,-0.007,0.004,0.314,-0.241,-10.858,-0.358,1.43,-0.002,0.001,-4.47,-1.04,0.64,-1.511,0.536,1.308,0.57,-0.043,0.066,-0.001,0.002,0.005,-0.005,-0.042,1.692,-0.274,-1.596,0.092,-2.848,0.009,0.736,0.275,0.009,0.26,0.068,0.003,0.001,-0.009,0.06,0.906,-0.078,0.751,-0.03,-0.142,-3.19,1.141,1.072,-0.594,-1.57,0.45,22.5,0.153,0.007,0.001,-0.474,0,3.072,0.882,-2.089,-0.561,-7.05,9,1.862,2.19,0.014,1
111,V_MTK_MFC1,Q52240038801,20221130,23D,1227199102,ZDT,0.002,-0.006,0.004,-1.302,0.899,-9.24,0.024,-0.116,-0.002,-0.001,-3.948,-0.894,-0.4,-0.751,1.966,2.168,2.286,-0.043,0.066,-0.003,0.001,0.004,0.001,-0.035,0.836,-0.844,-1.79,0.091,1.05,0.009,0.088,-1.257,-0.018,0.296,0.068,0,-1.78E-15,-0.008,0.2,1.022,-0.208,0.103,-0.7,2.249,-3.192,-0.391,-0.365,-1.262,2.88,0.36,22.5,-0.267,0.007,-1.39E-17,-0.474,-0.003,-1.5,-0.07,-0.183,-0.129,-9.61,9,1.006,-2.382,0.006,1
102,V_MTK_MFC1,Q52239015801,20221202,23D,1227199102,ZDT,0.002,-0.007,0.002,-0.352,4.043,-9.618,-0.016,-1.916,-0.005,0,-3.562,1.226,0.16,-0.847,0.06,-0.592,-1.144,-0.067,-0.004,-0.002,0.003,0.001,0.004,-0.027,-0.118,-0.654,-1.026,0.085,0.48,0.009,1.158,1.137,-0.014,-0.008,0.068,-0.001,0.008,-0.006,1.24,1.02,-0.112,1.173,2.557,1.387,-2.43,2.003,0.21,-0.786,0.13,0.28,22.5,0.421,0.006,-0.001,-0.474,-0.001,0.118,2.878,-0.851,-0.865,-5.47,9,0.052,-0.764,0.015,1
99,V_MTK_MFC1,Q52239015501,20221205,23D,1227199102,ZDT,0.002,-0.005,0.004,-0.168,-0.245,-10.36,-1.084,2.5,-0.003,0.002,-3.366,1.068,-0.28,-0.327,0.172,0.654,0.334,-0.031,0.036,-0.004,-0.003,0.013,0.008,-0.038,0.626,-0.49,-1.538,0.037,-0.036,0.01,0.08,0.083,-0.007,2.092,0.068,0.004,-0.001,-0.006,0.36,-0.014,0.65,0.095,-0.414,-0.813,-3.07,0.949,-0.556,0.554,0.54,0.12,22.5,0.147,0.005,-0.001,-0.474,0.001,-1.496,0.236,-0.089,0.237,-5.61,9,0.796,-2.378,0.009,1
107,V_MTK_MFC1,Q52240038401,20221205,23D,1227199102,ZDT,0.002,0.002,0.002,3.182,0.753,-7.292,0.138,-3.248,-0.003,-0.001,-2.94,-0.272,1.78,-1.279,0.61,1.752,0.486,-0.073,0.056,-0.005,0.002,0.002,0.008,-0.033,-0.408,-0.952,-1.318,0.064,-2.534,0.003,0.188,-2.212,0.001,0.22,0.068,-0.006,-0.001,-0.008,0.34,0.534,0.774,0.203,1.213,-0.434,-2.29,-1.346,-0.458,0.08,-1.8,0.71,22.5,-0.383,-0.001,-0.003,-0.474,-0.001,3.116,1.994,1.275,-0.337,-6.86,9,-0.238,2.234,-0.001,1
127,V_MTK_MFC1,Q52241028501,20221205,23D,1227199102,ZDT,0.002,-0.006,0.004,-1.614,-2.745,-12.476,-0.358,1.832,-0.003,0.002,-3.174,-1,-1.22,-0.135,0.46,0.75,1.104,-0.051,0.036,-0.004,-0.001,0.003,0.01,-0.035,-0.242,-0.106,-1.536,0.066,-1.002,0.01,0.96,0.276,-0.008,0.758,0.068,0.003,0.001,-0.008,0.02,0.41,0.832,0.975,-0.03,-0.718,-2.012,1.142,1.454,-0.886,2.4,0.65,22.5,0.647,0.006,0.003,-0.474,-0.001,-0.244,-1.882,-3.647,-0.525,-4.76,9,-0.072,-1.126,-0.055,1
109,V_MTK_MFC1,Q52240038601,20221207,23D,1227199102,ZDT,0.002,-2.78E-17,0,0.566,0.003,-3.458,-0.272,-2.284,-0.005,-0.003,-3.668,-0.09,0.62,-1.185,0.516,1.564,0.486,0.003,0.016,-0.002,0.003,0.014,0.006,-0.033,0.994,-0.764,-1.786,0.048,0.65,0.003,-0.188,-0.502,0.002,0.004,0.068,-0.002,-0.003,-0.007,-0.24,0.72,0.71,-0.173,-0.421,-0.438,-1.26,0.364,-0.37,0.264,6.48,-10.25,22.5,0.085,-0.002,-0.002,-0.474,0,2.556,0.592,-6.107,0.035,-4.14,9,1.164,1.674,-0.005,1
115,V_MTK_MFC1,Q52241000401,20221207,23D,1227199102,ZDT,0.002,0.002,0.003,0.464,-0.605,-1.556,-0.424,-1.762,-0.003,-0.001,-3.91,1.396,1.02,-0.869,1.22,2.518,1.406,-0.059,0.006,0,0.003,0.005,0.001,-0.037,0.074,-0.844,-2.336,0.056,4.018,0.001,-0.45,-0.597,-0.007,0.602,0.068,-0.003,-0.001,-0.003,0.06,0.682,0.08,-0.435,0.435,-0.058,-3.004,0.269,-0.18,0.63,6.44,-5.08,22.5,0.727,0.003,-1.39E-17,-0.474,-0.001,-0.242,0.922,-6.261,-0.153,-4.43,9,0.244,-1.124,-0.03,1
119,V_MTK_MFC1,Q52241000801,20221207,23D,1227199102,ZDT,0.002,-2.78E-17,0.002,0.698,-0.147,-2.668,-0.056,-3.796,-0.004,-0.001,-4.266,1.412,0.52,0.297,0.632,2.07,1.618,-0.065,0.006,-0.002,0.001,0.004,0.004,-0.026,2.266,0.298,-0.548,0.059,6.768,0.002,-0.6,0.754,-0.004,-0.046,0.068,-0.003,0.001,-0.007,0.44,0.22,-0.04,-0.585,-1.561,-0.526,-0.906,1.62,-0.555,0.07,6.49,-10.88,22.5,0.163,-0.001,-0.002,-0.474,0.005,1.168,3.07,-4.849,0.243,-3.56,9,2.436,0.286,-0.006,1
112,V_MTK_MFC1,Q52241000101,20221208,23D,1227199102,ZDT,0.002,-0.001,0,1.024,1.801,-7.08,-1.064,1.452,-0.001,-0.001,-2.806,1.728,0.08,-0.129,1.58,1.412,1.58,-0.053,0.026,0,0.001,0.003,-0.003,-0.039,-0.27,-1.8,-2.62,0.067,4.912,0.002,-0.032,-0.777,-0.006,1.246,0.068,0.002,-0.001,-0.006,0,1.19,0.946,-0.017,-0.988,-0.051,-1.98,0.089,-0.651,0.658,5.87,0.27,22.5,1.211,-0.005,-0.001,-0.474,0.001,1.78,4.9,-10.335,-0.169,-4.87,9,-0.1,0.898,0.001,1
113,V_MTK_MFC1,Q52241000201,20221208,23D,1227199102,ZDT,0.002,-2.78E-17,0,0.408,-0.437,-5.646,-0.76,-0.382,-0.004,-0.001,-2.828,-0.702,0.72,-1.479,-0.504,0.558,0.238,-0.055,0.036,-0.001,0.001,0.009,-0.003,-0.039,0.142,0.376,-1.44,0.067,-0.422,0.002,-0.452,0.179,-0.002,0.18,0.068,-0.003,-1.78E-15,-0.006,-0.08,0.716,-0.37,-0.437,-0.797,-1.295,-1.05,1.045,-0.651,0.842,6.42,-10.41,22.5,-0.509,0.001,-0.003,-0.474,0.005,0.138,2.352,-7.785,0.009,-8.35,9,0.312,-0.744,0.003,1
118,V_MTK_MFC1,Q52241000701,20221208,23D,1227199102,ZDT,0.002,-0.005,0.003,0.884,-0.219,-6.48,-0.836,4.016,-0.003,-0.001,-3.702,-0.938,-1.06,-1.549,0.98,1.072,1.36,-0.077,0.036,-0.003,0.003,-0.007,0.002,-0.037,-0.27,-1.8,-3.26,0.032,5.832,0.009,0.428,0.85,-0.002,0.788,0.068,0.004,0.001,-0.008,0.18,1.29,0.904,0.443,-0.988,0.621,-2.22,1.716,-1.033,0.118,5.81,-5.36,22.5,1.091,-0.002,0.001,-0.474,0.001,2.4,3.16,-9.715,0.191,-3.88,9,-0.1,1.518,-0.006,1
116,V_MTK_MFC1,Q52241000501,20221213,23D,1227199102,ZDT,0.002,-2.78E-17,0.002,1.71,0.981,-9.48,-0.152,0.156,-0.002,-0.001,-2.836,-0.322,1.36,-0.885,2.172,2.846,2.422,-0.035,0.056,-0.004,0.001,0.006,0,-0.038,0.214,-0.786,-3.104,0.087,-1.954,0.001,-0.3,-1.734,0,-0.13,0.068,-0.001,-0.001,-0.005,0.6,0.944,0.09,-0.285,-1.275,1.099,-2.244,-0.868,-1.418,0.324,-3.95,-1.32,22.5,1.999,-0.004,-0.001,-0.474,0.002,0.294,0.22,0.489,0.007,-6.5,9,0.384,-0.588,-0.019,1
